Nom de l'association;Secteur d'activité;Ville;Adresse postale;Code postal;Adresse email;Téléphone;Statut de publication;Statut légal;Date de déclaration;Date de modification;Administrateur;N°RNA;N°SIRET;IdAssociation
Far west country club dignois;"Danse; Activités artistiques; Art et Culture";Digne-les-Bains;16 Rue des Romarins;04000;;;Publiée;Déclarée;20/03/2007;11/06/2015 (System);Non;W043000105;;242c4c7c-5701-40d9-84b5-8af1201f443a
Far west country dance;Danse;Digne-les-Bains;Mairie, Avenue des Docteurs Jouve;04000;far.westcountrydance@hotmail.fr;;Publiée;Déclarée;01/01/1900;02/10/2016 (FAR WEST COUNTRY DANCE);Oui;;;49579ea6-a2a9-480c-b8a5-628232f318ee
Farinotti jerome;Tennis;Digne-les-Bains;1 pont peage;04000;arbez.jean-luc@neuf.fr;0625956389;Publiée;Déclarée;;25/04/2014 (System);Non;;;7f05a767-e088-4ab2-8a8b-d92b1fb2ae32
Fédération ADMR des Alpes de Haute-Provence;"Aide à domicile; Services familiaux, service aux personnes âgées, sénior";Digne-les-Bains;4, avenue demontzey;04000;info.fede04@admr.org;0492340775;Publiée;Déclarée;01/01/1900;15/09/2015 (Valérie DEPRAD);Oui;W043000069;30897396500053;945897a0-e612-4663-a7f2-e3dc7cf14b36
Federation de l'entente de police rurale;"Social Entraide; Actions socio-culturelles, centres de loisirs ";Moustiers-Sainte-Marie;Rue du Seigneur de la Clue;04360;;;Publiée;Déclarée;20/05/2009;14/06/2015 (System);Non;W043000430;;f62accd8-aa70-41a3-a002-7f54e76372b3
Federation Departementale des Chasseurs des Alpes-de-haute-provence;Chasse;Champtercier;Z.A. Sainte-Colombe;04000;fdc04@unfdc.com;;Publiée;Déclarée;;22/04/2014 (Manoël Deligny);Non;;;37040565-dae6-494e-895f-23cb099210cd
Federation departementale des chasseurs des alpes-de-haute-provence;"Sports; Actions socio-culturelles, centres de loisirs ";Digne-les-Bains;32, boulevard victor-hugo, l'étape du poète;04000;fdc04@chasseurdefrance.com;;Publiée;Déclarée;;15/04/2016 (System);Non;;;fb8e5c1b-c3c0-4009-90dc-cb7629521ec9
Federation departementale des foyers ruraux des alpes-de-haute-provence;Interventions sociales;Digne-les-Bains;Chambre d'agriculture;04000;;;Publiée;Déclarée;;07/06/2015 (System);Non;;;299cf739-1450-4b5a-97a4-b1b77b87f539
Federation departementale des groupements pastoraux des alpes-de-haute-provence;Recherche;Digne-les-Bains;Immeuble chambre d'agriculture, 66, boulevard ganeudi, b.p. 117;04004;;;Publiée;Déclarée;;22/06/2015 (System);Non;;;61627a46-21c2-451a-8d2c-ae6eb2e1cb94
Federation departementale des structures d'irrigation collective des alpes-de-haute-provence;"Social Entraide; Economie; Interventions sociales";Digne-les-Bains;Chambre d'agriculture des alpes-de-haute-provence, 66, boulevard gassendi;04000;;;Publiée;Déclarée;19/10/1999;08/06/2015 (System);Non;;;6c18ba98-3535-41a0-ab04-22f4c8a2c249
Federation des alpes-de-haute-provence pour la peche et la protection du milieu aquatique;"Défense des droits fondamentaux, activités civiques; Pêche; Loisirs; Actions socio-culturelles, centres de loisirs ; Chasse Pêche";Digne-les-Bains;Etoile des alpes, bâtiment e, avenue du levant;04000;;;Publiée;Déclarée;;22/06/2015 (System);Non;;;940e3e9f-65d2-4a97-9467-b808eb7cfbde
Femmes solidaires de digne-bleone;"Défense des droits fondamentaux, activités civiques; Justice; Interventions sociales";Digne-les-Bains;7, chemin de bonnette;04000;femmesolidaires04@voila.fr;;Publiée;Déclarée;;15/04/2016 (System);Non;;;76f3b6a6-ae5c-4648-8466-bb5a3390a8ed
Femmes Solidaires Digne-bleone;Lutte contre diverses formes de violence;Digne-les-Bains;1, Montée Saint Charles;04002;femmesolidaires04@voila.fr;;Publiée;Déclarée;;26/03/2015 (Alexandre Siahou);Non;;;72d039dd-a7be-49b8-9bea-2f9e71c3dcd9
Festivalpes, promotion partenariat;Autres catégories;Digne-les-Bains;Place de la Barlette;04000;;;Publiée;Dissoute;;08/06/2015 (System);Non;;;7dcd3180-2fe5-4e6b-900c-3ef61e4e99e0
F.f.e.s.s.m. alpes-de-haute-provence, codep alpes-de-haute-provence;"Recherche; Sports; Environnement, Développement durable; Art et Culture; Education, Formation, Recherche";Digne-les-Bains;42, boulevard victor-hugo;04000;;;Publiée;Déclarée;20/10/2005;10/06/2015 (System);Non;;;83a6fca7-7895-4744-9f6c-8c56f7842445
Fiest'asse;"Social Entraide; Actions socio-culturelles, centres de loisirs ; Art et Culture";Beynes;Le prachon;04270;eliskam@free.fr;;Publiée;Déclarée;24/01/2006;10/06/2015 (System);Non;;;ac3ded7a-8a16-479b-8c11-eb3332cc51e3
Foire de la lavande;Représentation, promotion et défense d'intérêts économiques;Digne-les-Bains;Centre desmichels, bd martin bret;04000;foire-lavande@wanadoo.fr;0492310520;Publiée;Déclarée;01/01/1900;26/03/2015 (Alexandre Siahou);Non;;;c7a0574e-a9a3-4c8a-9458-bba06425ca43
Foot evenements;"Football; Sports collectifs; Sports; Football (généraliste ou multi-activité); Sport de ballon";Digne-les-Bains;Immeuble gambetta, 17, boulevard gambetta;04000;;;Publiée;Déclarée;19/10/1998;05/06/2015 (System);Non;;;fad0dbe7-c7be-459f-b3df-1a949efb8818
Foot loisir asse verdon vaire;"Football; Sports collectifs; Sports; Sport de ballon";Barrême;Lotissement les condamines;04330;;;Publiée;Déclarée;20/05/2013;09/06/2015 (System);Non;W043002025;;9c0a3b25-d3d6-45eb-821e-fde82bcd50c9
Football club agglomeration bassin dignois;Football;Digne-les-Bains;8 Rue Pied de ville;04000;;;Publiée;Déclarée;20/06/2016;26/06/2016 (System);Non;W043002355;;83eef670-3138-4f84-83cc-dd196b9d3cf7
Football loisir dignois;Football (généraliste ou multi-activité);Digne-les-Bains;50, boulevard gassendi;04000;cad.foot@orange.fr;0492313595;Publiée;Déclarée;01/01/1900;30/05/2016 (LOU  VANIE);Oui;;;b2ae05ff-64fb-44b6-a0e0-d72b3f36e94e
Footing international dignois;"Sports; Loisirs";Digne-les-Bains;3, rue du siron;04000;;;Publiée;Déclarée;20/01/2001;22/06/2015 (System);Non;;;bba3ddd8-aceb-4781-ade2-ba766b3f4ff3
Format sud;"Défense des droits fondamentaux, activités civiques; Art et Culture";Digne-les-Bains;15, rue l chaspoul;04000;;;Publiée;Déclarée;20/04/2000;21/06/2015 (System);Non;;;eee58d46-1bce-48b4-8117-6768e0010e4f
Formats 6;Autres catégories;Digne-les-Bains;15, rue lieutenant-chaspoul;04000;;;Publiée;Dissoute;;16/04/2016 (System);Non;;;d3c0e5bc-9251-451e-ad53-f4775f354516
Forum citoyen;"Loisirs; Actions socio-culturelles, centres de loisirs ";Digne-les-Bains;Les bastides-du-moulin, rue des aubépines;04000;;;Publiée;Déclarée;19/04/1999;07/06/2015 (System);Non;;;9f96a703-8072-4c5b-a656-fd9c8de6b812
Foyer associatif du troisieme age les magnolias;"Santé et Protection civile; Interventions sociales";Digne-les-Bains;27, avenue des charrois;04000;;;Publiée;Déclarée;20/02/2002;14/04/2016 (System);Non;;;7b72d656-456a-4af6-8b78-7f1f505a6e2f
Foyer des eleves de l'ecole normale des basses-alpes;Interventions sociales;Digne-les-Bains;I.u.f.m., site de digne-les-bains;04000;;;Publiée;Déclarée;;08/06/2015 (System);Non;;;62899bf4-3501-4b56-97e7-8c03b88a8529
Foyer rural les piques greuto;"Interventions sociales; Art et Culture";Saint-Jurs;Ancienne école de saint-jurs, village de saint-jurs;04410;;;Publiée;Déclarée;20/05/2001;22/06/2015 (System);Non;;;a24208ca-fb17-4b25-b8e3-2fbfc3d9d438
Foyer socio-educatif du college maria-borrely digne-les-bains;"Sports; Actions socio-culturelles, centres de loisirs ; Interventions sociales";Digne-les-Bains;Collège maria-borrely, 5, place des cordeliers, b.p. 122;04004;;;Publiée;Déclarée;20/02/2003;15/04/2016 (System);Non;;;eb39f61a-117c-4c41-af8b-dfbb31009381
Foyer socio-educatif du lycee des metiers beau de rochas;"Amicales; Education, Formation, Recherche; Associations d'étudiants, d'élèves";Digne-les-Bains;10,, avenue du maréchal leclerc;04000;;;Non publiée;Dissoute;20/11/2011;17/04/2016 (System);Non;W043001892;;3ca42c65-5835-48b5-bbe1-2a56e70307ea
Foyer socio-educatif du lycee technologique de digne;"Social Entraide; Interventions sociales";Digne-les-Bains;Lycée pierre-gilles de gennes, espace saint-christophe;04000;;;Publiée;Déclarée;;05/06/2015 (System);Non;;;2b8afe58-172f-42b3-99dd-ecfcbb95e6ce
France comores;Sports;Digne-les-Bains;5, rue du pied-cocu;04000;;;Publiée;Déclarée;;06/06/2015 (Jean-Christophe LEONARD);Non;;;7341e13c-d4b6-495b-8e94-81254818a99d
France escapade;"Recherche; Art et Culture; Information et Communication; Education, Formation, Recherche; Multimédia";Mézel;Rue du pied-de-ville;04270;contactescapade@aol.com;;Publiée;Déclarée;10/03/2003;15/04/2016 (System);Non;;;8e9feffd-bbb1-4c33-8273-95778066cc34
France securite routière;Prévention, formation, cours de secourisme;Digne-les-Bains;81, bd gassendi;04000;ecf-roch@wanadoo.fr;0492310788;Publiée;Déclarée;01/01/1900;27/03/2015 (sandrine Fabry);Non;;;ce97034d-5d41-457f-8ebf-bacaf12a6d9d
Frissons 04;Loisirs;Aiglun;La roche-frison;04510;;;Publiée;Déclarée;;14/04/2016 (System);Non;;;ac47da9d-41dc-45e6-9329-c2f5e6d6ef33
Fruits d'avenir;"Groupements d'entraide et de solidarité; Social Entraide; Amicale, groupement d'entraide, solidarité ";Champtercier;Le village;04660;;;Publiée;Déclarée;20/01/2013;18/04/2016 (System);Non;W043002001;;c915f95b-9671-4cbb-829c-75dd417500fb
Full - contact digne;Full contact;Digne-les-Bains;14, route de marcoux;04000;;;Publiée;Déclarée;01/01/1900;26/03/2015 (Alexandre Siahou);Non;;;89d80422-cdc4-4049-ab8f-6e9df401c657
Full contact digne;"Sports; Social Entraide; Actions socio-culturelles, centres de loisirs ";Digne-les-Bains;Rue du Stade Jean Rolland;04000;;;Publiée;Dissoute;19/09/1999;07/06/2015 (System);Non;;;0cbfb073-337c-412e-8823-948b359bf1e2
Funny english school;Études et formatons linguistiques;Digne-les-Bains;4 Boulevard Soustre;04000;funnyenglishschool@gmail.com;0682047127;Publiée;Déclarée;20/02/2016;21/07/2016 (Chloé SOUDIN);Non;W043002314;;3245ce69-4bd3-4b57-ac8e-54e6001b058c
Furious racing;"Recherche; Sports";Aiglun;6, impasse le vallon;04510;;;Publiée;Déclarée;;15/04/2016 (System);Non;;;602052ae-866c-45ce-80d7-cc0a579ac6f1
Futsal Dignois;Futsal;Digne-les-Bains;17 Boulevard Gambetta;04000;afd04@free.fr;0686206740;Publiée;Inconnu;;10/02/2016 (Etienne Langlois);Non;;;7586083d-98fd-4fa0-8d72-d9671381cf08
Gallardo bike triathlon;Athlétisme;Digne-les-Bains;Les glycines, 12, rue mz isnard;04000;;;Publiée;Déclarée;20/12/2015;18/04/2016 (System);Non;W043002290;;c9b4c538-e828-4777-b00b-d3ab2dca9912
Gallardo sports;Cyclisme (Vélo);Digne-les-Bains;9, rue denis papin;04000;;;Publiée;Déclarée;20/11/2015;18/04/2016 (System);Non;W043002285;;a2922e14-a617-4555-bd5d-b126e1c24e37
Gardien pour ta vie;"Social Entraide; Humanitaire et Caritatif; Amicale, groupement d'entraide, solidarité ; Associations de classe d'âge";Digne-les-Bains;Rue martin bret;04000;;;Publiée;Déclarée;;16/06/2015 (System);Non;W043000867;;79c9859c-c95f-4201-a8a1-6b851e6cd19c
Gassendi annees 60;"Solidarité internationale; Social Entraide; Amicale, groupement d'entraide, solidarité ";Digne-les-Bains;18 Avenue des Charrois;04000;;;Publiée;Déclarée;20/01/2015;08/06/2015 (System);Non;W043002201;;e80694f3-8b30-4493-b3ef-c5ba0e8b7f79
GDA des Duyes et Bléone;"Activités festives (soirées); Amicales de commerçants, organisation de foires";Digne-les-Bains;66 Boulevard Gassendi;04000;;0492305766;Publiée;Déclarée;;08/08/2016 (Marie Breissand);Oui;;;6cbaf1da-5d3c-4b31-b201-c90bcca6029c
Gem de digne les bains la colombe dignoise;"Associations de personnes handicapées (entraide, solidarité) ; Social Entraide; Amicale, groupement d'entraide, solidarité ";Digne-les-Bains;44 Avenue François Cuzin;04000;gemdedigne@orange.fr;;Publiée;Déclarée;20/12/2008;06/06/2016 (System);Non;W043000159;;ac061352-bd4f-434d-adbb-7f2453cec44e
Gemina;Autres catégories;Digne-les-Bains;61, boulevard gassendi;04000;;;Publiée;Dissoute;;16/04/2016 (System);Non;;;5126fb87-84c6-431b-9399-212b9c632328
Geol-en-provence, l'ecole de la terre;Autres catégories;Digne-les-Bains;Centre de géologie, quartier saint-benoît, b.p. 156;04005;;;Publiée;Déclarée;;15/04/2016 (System);Non;;;15889d19-4983-479d-b5db-bc8f2903deb0
Geol « reseau accueil nature creation;Interventions sociales;Digne-les-Bains;Centre de géologie, quartier saint-benoit, b.p. 156;04005;;;Publiée;Déclarée;;23/06/2015 (System);Non;;;e1506f85-7a41-4889-83f8-f69e29beb7ae
Geol (RESEAU ACCUEIL NATURE CREATION);"Nature; Loisirs; Environnement, Développement durable; Nature/Montagne; Interventions sociales";Digne-les-Bains;Centre de géologie, quartier saint-benoît;04000;;;Publiée;Déclarée;22/06/1998;04/06/2015 (System);Non;;;2947316d-e6ed-472b-a941-6a2567d520b5
Geopark international developpement;"Environnement, Développement durable; Mouvements écologiques";Digne-les-Bains;4, rue de l'hubac;04000;;;Publiée;Déclarée;20/03/2013;09/06/2015 (System);Non;W043002012;;1fc76e36-54bf-4708-a501-41cf8cf412a5
Gesper gestion de proximite de l'environnement en region;Mouvements écologiques;Digne-les-Bains;6,, impasse lavoisier;04000;;;Publiée;Déclarée;;18/04/2016 (System);Non;W043001533;;96ea9594-b41d-4521-ac1b-2ce04119fcd0
Gestion de la cooperative maternelle des arches;"Interventions sociales; Education, Formation, Recherche";Digne-les-Bains;École maternelle des arches louise-espié;04000;;;Publiée;Déclarée;20/11/2001;14/04/2016 (System);Non;;;4df00d87-14fd-4f81-88df-bfe298cff2f6
Gestion de proximite de l'environnement en region;"Recherche; Social Entraide; Environnement, Développement durable; Amicale, groupement d'entraide, solidarité ; Economie; Education, Formation, Recherche";Digne-les-Bains;6, impasse lauciner, zone industrielle saint-christophe Zi st christophe Zi st christophe;04000;contact.gesper@orange.fr;0492343354;Publiée;Déclarée;20/02/2005;23/09/2015 (chloé zambeaux);Oui;;;77b95dbd-ecb7-427c-846a-43b7135026f6
G.i.c. asse et plateaux;Autres catégories;Mézel;Quartier saint-joseph;04270;;;Publiée;Déclarée;;10/06/2015 (System);Non;;;101245dc-250a-450f-8661-41a26951cace
G.i.c. « asse et plateaux »;"Musique; Environnement, Développement durable; Activités artistiques; Art et Culture";Mézel;Quartier saint-joseph;04270;;;Publiée;Déclarée;19/12/1997;16/06/2015 (System);Non;;;efed1d98-3775-47a6-8f27-b61a92938a2b
Global geopark network;"Comités de défense, comités de sauvegarde; Environnement, Développement durable; Protection de sites naturels";Digne-les-Bains;10, montée bernard dellacasagrande, bp 156;04005;;;Publiée;Déclarée;25/08/2014;09/06/2015 (System);Non;W043002154;;5cec7fb8-1598-441c-a2ad-a40d0a6e3844
Golf-club de digne-les-bains;Sports;Digne-les-Bains;Centre desmichels;04000;;;Publiée;Déclarée;;04/06/2015 (System);Non;;;e55acc24-76a1-4649-8f93-9917f77079e1
Golf de digne;Golf;Digne-les-Bains;57 route du chaffaut;04000;contact@golfdignelalavande.com;0492305800;Publiée;Déclarée;;22/04/2014 (System);Non;;;6b2f6680-f980-4479-8594-25f4c0a97648
Gourmandises loisirs bien etre;"Loisirs; Gastronomie - œnologie - confréries - gourmets";Digne-les-Bains;27 bis,, route des hostelleries;04000;;;Publiée;Déclarée;20/03/2015;08/06/2015 (System);Non;W043002220;;646a742e-ae2d-4c99-b727-afcdee4d596e
Graine de voyage;"Jeux; Social Entraide; Loisirs; Actions socio-culturelles, centres de loisirs ";Bras-d'Asse;L'Hôpital;04270;;;Publiée;Déclarée;20/09/2010;17/04/2016 (System);Non;W043000949;;84c32a1d-6bba-4383-9246-0e9af2d3561f
Grands-parrains;"Social Entraide; Amicale, groupement d'entraide, solidarité ";Digne-les-Bains;15 Rue des Épinettes;04000;chamaix2002@wanadoo.fr;0442641929;Publiée;Déclarée;;12/01/2015 (System);Non;;;c4cdcbec-0f80-4b3d-be50-b04e6d9506f8
Gret'a vie;"Centre d'enseignement et de formation; Education, Formation, Recherche";Digne-les-Bains;2 Montée Saint-Lazare;04000;;;Publiée;Déclarée;20/04/2010;15/06/2015 (System);Non;W043000704;;9bf58eb7-b3af-45bc-8aba-2828b599a989
Groupe 1851 des libres penseurs de digne;Rencontre;Digne-les-Bains;4, clos du moulin - chemin du moulin;04000;;0492348515;Publiée;Déclarée;01/01/1900;26/03/2015 (Alexandre Siahou);Non;;;16137e88-43a8-4014-ae8e-0c290e0b899d
Groupe 1851 des libres-penseurs de digne et des communes environnantes;Clubs, Cercles de réflexion;Digne-les-Bains;4, chemin du moulin;04000;;;Publiée;Déclarée;20/06/2008;12/06/2015 (System);Non;;;994b90de-512e-4d97-93de-079ddc84b991
Groupe airsoft digne les bains;"Sports; Tir";Digne-les-Bains;5 b, allée guynemer, le champourcin;04000;;;Publiée;Déclarée;20/08/2015;18/04/2016 (System);Non;W043002255;;f67cb52c-cc9b-4848-b9a5-ecc267764814
Groupe d'action locale autour du verdon;"Recherche; Musique; Activités artistiques; Art et Culture; Information et Communication";Moustiers-Sainte-Marie;Syndicat mixte de gestion du p.n.r. du verdon, domaine de valx, b.p. 14;04360;;;Publiée;Déclarée;20/10/2002;14/04/2016 (System);Non;;;c96dd242-fd61-4762-90f7-06e42c4c4e98
Groupe d'entraide mutuelle (GEM) LA COLOMBE DIGNOISE;Social Entraide;Digne-les-Bains;10, boulevard victor hugo;04000;gemdedigne@orange.fr;0492350897;Publiée;Déclarée;01/01/1900;27/03/2015 (sandrine Fabry);Non;;;6e56c637-7ff2-4d6f-88c1-1efe521d7e0e
Groupe de recherche en radiotoxicologie grt;Recherche médicale;Marcoux;Villa le pigeon blanc - pré du pous;04420;;;Publiée;Dissoute;;18/04/2016 (System);Non;W751134151;;b72e55c8-b004-4017-8891-da1811b70f0d
Groupe loup france;"Musique; Activités artistiques; Art et Culture";Digne-les-Bains;25, avenue des thermes;04000;;;Publiée;Déclarée;;16/06/2015 (System);Non;;;aff9bb11-85c0-44c1-88d5-46afbdc0293e
Groupement d'employeurs de marcoux;"Groupement d'employeurs; Insertion, Aide à l'emploi, vie locale; Social Entraide; Interventions sociales";Marcoux;Le clos de jaline;04420;;;Publiée;Déclarée;19/11/1998;05/06/2015 (System);Non;;;06eb83f0-6fc4-4b20-8c6e-475249cb7b86
Groupement d'employeurs sport 2;"Economie; Interventions sociales";Digne-les-Bains;Piscine les eaux-chaudes, club de natation, 1, avenue françois-cuzin;04000;;;Publiée;Déclarée;;16/04/2016 (System);Non;;;a35f0f29-b1da-405a-9b25-92122c39eb98
Groupement de defense sanitaire du betail des alpes-de-haute-provence;"Défense des droits fondamentaux, activités civiques; Interventions sociales";Digne-les-Bains;B.p. 117, 66, boulevard gassendi;04004;gdso4@free.fr;;Publiée;Déclarée;20/01/2003;15/04/2016 (System);Non;;;4abcf8fb-4851-498f-952e-f783e02b17b8
Groupement de professionnels de sante de proximite;Établissements et services pour adultes en difficulté, CHRS;Digne-les-Bains;2,, avenue françois cuzin;04000;;;Publiée;Dissoute;;19/04/2016 (System);Non;W043002171;;c758f721-32f0-4db3-a1a7-f5696abaaf3a
Groupement des clubs de ski des alpes-de-haute-provence;Sports;Digne-les-Bains;Centre desmichels;04000;;;Publiée;Dissoute;;05/06/2015 (System);Non;;;96491bc0-7701-4b25-b33f-fbfd3c5e6e62
Groupement pluridisciplinaire de professionnels de sante de digne-les-bains;Établissements et services pour adultes en difficulté, CHRS;Digne-les-Bains;L'étoile des alpes;04000;;;Publiée;Déclarée;20/04/2016;02/05/2016 (System);Non;W043002335;;360c285e-3680-43d5-bd2d-6194c811e19a
Groupement pour l'elevage de chevaux d'endurance de la region provence-alpes-cote d'azur;"Défense des droits fondamentaux, activités civiques; Sports; Elevage; Actions socio-culturelles, centres de loisirs ; Economie; Associations d'exploitants agricoles; Représentation, promotion et défense d'intérêts économiques";Digne-les-Bains;66, boulevard gassendi;04000;;;Publiée;Déclarée;19/07/1999;07/06/2015 (System);Non;;;fa2ab3bc-df10-4872-a0d5-cacd753cf577
Hangar a livres;Littérature;Saint-Julien-d'Asse;;04270;;;Publiée;Déclarée;20/07/2016;22/08/2016 (System);Non;W043002362;;6f30ceb6-a8eb-4634-8edd-f6e485fbeb19
Harmonie;Sports;Moustiers-Sainte-Marie;Les Oliviers;04360;;;Publiée;Déclarée;;15/04/2015 (Alexandre Siahou);Non;;;c54ff43b-1550-4727-9f3d-af69a974c158
